,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,label
7977,26,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,13000,13.98,0,0.24,Y,3,0
7978,26,61200,RENT,3.0,HOMEIMPROVEMENT,A,7150,6.99,0,0.12,N,2,0
7979,23,55000,MORTGAGE,7.0,VENTURE,C,7000,13.23,0,0.13,Y,2,1
7980,26,55000,MORTGAGE,10.0,MEDICAL,A,3000,6.76,0,0.05,N,2,0
7981,23,85000,RENT,0.0,DEBTCONSOLIDATION,A,7175,7.49,0,0.08,N,4,0
7982,22,14400,RENT,0.0,DEBTCONSOLIDATION,B,7200,11.71,1,0.5,N,4,1
7983,24,55000,MORTGAGE,3.0,VENTURE,A,5000,7.88,0,0.09,N,4,0
7984,22,20800,RENT,1.0,DEBTCONSOLIDATION,A,7200,6.91,1,0.35,N,4,1
7985,21,55000,MORTGAGE,5.0,EDUCATION,A,10500,7.51,0,0.19,N,3,0
7986,26,21600,RENT,9.0,VENTURE,B,7200,10.38,1,0.33,N,3,1
7987,25,22000,RENT,3.0,VENTURE,A,7200,5.79,1,0.33,N,2,1
7988,24,23000,RENT,1.0,DEBTCONSOLIDATION,B,7200,12.69,1,0.31,N,2,1
7989,23,55000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8000,13.85,0,0.15,N,4,1
7990,23,25000,RENT,0.0,EDUCATION,C,7200,12.68,0,0.29,N,4,1
7991,21,55000,MORTGAGE,0.0,PERSONAL,B,10000,10.25,0,0.18,N,2,0
7992,22,55000,MORTGAGE,6.0,PERSONAL,B,10000,10.62,0,0.18,N,2,1
7993,23,25200,RENT,7.0,EDUCATION,B,7200,11.86,1,0.29,N,4,1
7994,26,55000,OWN,10.0,VENTURE,C,14500,12.73,0,0.26,N,2,0
7995,23,27600,RENT,2.0,PERSONAL,B,7200,9.99,0,0.26,N,2,0
7996,22,27600,RENT,7.0,MEDICAL,B,7200,10.59,0,0.26,N,3,0
7997,22,49000,MORTGAGE,4.0,EDUCATION,B,8000,10.25,1,0.16,N,4,0
7998,24,55000,MORTGAGE,3.0,PERSONAL,A,6000,7.51,0,0.11,N,4,0
7999,23,55000,MORTGAGE,6.0,EDUCATION,B,8000,9.88,0,0.15,N,3,0
8000,22,30000,RENT,5.0,VENTURE,B,7200,11.71,0,0.24,N,3,0
8001,22,30000,RENT,7.0,MEDICAL,A,7200,8.9,1,0.24,N,2,1
8002,22,55000,MORTGAGE,6.0,PERSONAL,C,13000,13.85,0,0.24,N,3,1
8003,21,31700,RENT,0.0,DEBTCONSOLIDATION,B,7200,11.71,1,0.23,N,4,1
8004,24,31944,RENT,8.0,MEDICAL,C,7200,13.79,0,0.23,N,2,1
8005,21,32000,RENT,5.0,EDUCATION,A,7200,5.42,0,0.23,N,4,0
8006,25,32004,RENT,0.0,MEDICAL,C,7200,12.84,0,0.22,N,4,0
8007,25,55000,MORTGAGE,10.0,EDUCATION,C,15000,,0,0.27,Y,3,0
8008,25,32496,RENT,9.0,MEDICAL,B,7200,9.51,0,0.22,N,4,0
8009,22,55000,OWN,4.0,DEBTCONSOLIDATION,D,5000,14.61,0,0.09,Y,2,1
8010,22,55000,OWN,0.0,VENTURE,A,1000,8.59,0,0.02,N,3,0
8011,22,34000,RENT,5.0,VENTURE,A,7200,7.9,0,0.21,N,4,0
8012,23,49000,MORTGAGE,7.0,PERSONAL,G,15000,19.82,1,0.31,N,2,1
8013,26,34099,RENT,2.0,MEDICAL,C,7200,12.73,0,0.21,N,3,1
8014,25,35000,RENT,9.0,MEDICAL,A,7200,8.9,0,0.21,N,3,0
8015,23,55000,MORTGAGE,2.0,EDUCATION,A,7000,8.59,0,0.13,N,2,0
8016,24,55000,MORTGAGE,8.0,VENTURE,A,5500,8.59,0,0.1,N,3,0
8017,25,55000,MORTGAGE,9.0,PERSONAL,A,10200,8.94,0,0.19,N,3,0
8018,25,55000,OWN,9.0,EDUCATION,C,10000,13.57,0,0.18,Y,2,1
8019,22,55000,OWN,4.0,PERSONAL,A,2000,7.4,0,0.04,N,3,0
8020,21,35000,RENT,5.0,DEBTCONSOLIDATION,B,7200,12.69,0,0.21,N,3,0
8021,25,35004,RENT,0.0,PERSONAL,B,7200,9.99,0,0.21,N,4,0
8022,24,35004,RENT,6.0,MEDICAL,D,7200,,0,0.21,N,2,1
8023,23,31000,RENT,4.0,DEBTCONSOLIDATION,D,7200,14.54,1,0.23,N,3,1
8024,26,55000,MORTGAGE,0.0,MEDICAL,B,12500,,0,0.23,N,3,0
8025,25,37000,RENT,0.0,DEBTCONSOLIDATION,C,7200,11.34,0,0.19,Y,2,0
8026,24,37200,RENT,8.0,EDUCATION,A,7200,7.9,0,0.19,N,2,1
8027,24,37245,RENT,9.0,EDUCATION,A,7200,8.9,0,0.19,N,4,0
8028,23,38000,RENT,0.0,DEBTCONSOLIDATION,A,7200,7.9,0,0.19,N,4,0
8029,24,49000,MORTGAGE,0.0,MEDICAL,B,5000,12.18,1,0.1,N,3,0
8030,26,38400,RENT,2.0,MEDICAL,B,7200,9.91,0,0.19,N,2,0
8031,23,38896,RENT,2.0,PERSONAL,C,7200,13.48,0,0.19,Y,3,1
8032,22,40000,RENT,6.0,EDUCATION,D,7200,17.58,0,0.18,Y,2,1
8033,22,40000,RENT,3.0,PERSONAL,E,7200,18.79,0,0.18,N,3,1
8034,26,55000,MORTGAGE,8.0,VENTURE,B,7000,12.53,0,0.13,N,4,0
8035,26,55000,MORTGAGE,10.0,VENTURE,A,12500,8.94,0,0.23,N,2,1
8036,25,40000,RENT,1.0,EDUCATION,B,7200,9.88,0,0.18,N,4,0
8037,25,55000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,2000,13.22,0,0.04,N,2,1
8038,24,41000,RENT,3.0,EDUCATION,B,7200,12.53,0,0.18,N,2,0
8039,22,55000,OWN,6.0,EDUCATION,A,4000,9.32,0,0.07,N,4,0
8040,21,42000,RENT,6.0,EDUCATION,A,7200,5.42,0,0.17,N,4,0
8041,23,55000,OWN,6.0,MEDICAL,C,18500,13.16,0,0.34,N,4,1
8042,23,42996,RENT,7.0,VENTURE,A,7200,8.0,0,0.17,N,2,0
8043,24,55000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8000,8.0,0,0.15,N,2,0
8044,24,43200,RENT,8.0,MEDICAL,C,7200,13.49,0,0.17,Y,4,1
8045,24,55000,MORTGAGE,2.0,VENTURE,A,6000,8.0,0,0.11,N,2,1
8046,26,55000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,8500,12.21,0,0.15,N,2,0
8047,24,45000,RENT,3.0,DEBTCONSOLIDATION,B,7200,10.65,0,0.16,N,4,1
8048,21,45000,RENT,3.0,PERSONAL,A,7200,9.38,0,0.16,N,4,0
8049,22,39000,RENT,0.0,HOMEIMPROVEMENT,B,7200,9.45,1,0.18,N,3,1
8050,25,46000,RENT,5.0,DEBTCONSOLIDATION,C,7200,,0,0.16,Y,3,0
8051,22,48000,RENT,5.0,EDUCATION,B,7200,12.42,0,0.15,N,4,0
8052,23,48000,RENT,7.0,PERSONAL,C,7200,14.27,0,0.15,Y,3,1
8053,23,48000,RENT,7.0,PERSONAL,B,7200,11.71,0,0.15,N,2,0
8054,25,55000,MORTGAGE,2.0,EDUCATION,E,14000,15.68,0,0.25,Y,4,0
8055,22,48000,RENT,7.0,PERSONAL,B,7200,12.69,0,0.15,N,2,1
8056,22,48000,RENT,1.0,MEDICAL,B,7200,9.62,0,0.15,N,4,0
8057,22,49000,MORTGAGE,6.0,EDUCATION,A,10000,8.0,1,0.2,N,2,1
8058,25,48000,RENT,6.0,DEBTCONSOLIDATION,B,7200,11.36,0,0.15,N,3,0
8059,24,55000,MORTGAGE,8.0,PERSONAL,D,15000,,0,0.27,Y,3,1
8060,24,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1600,13.79,0,0.03,N,2,1
8061,24,49920,RENT,0.0,MEDICAL,C,7200,13.06,0,0.14,Y,3,1
8062,23,55000,OTHER,5.0,VENTURE,A,4000,9.32,0,0.07,N,2,0
8063,24,50000,RENT,0.0,VENTURE,B,7200,11.71,0,0.14,N,2,0
8064,22,50000,RENT,6.0,DEBTCONSOLIDATION,B,7200,,0,0.14,N,4,0
8065,22,49000,MORTGAGE,2.0,VENTURE,C,5000,11.28,1,0.1,Y,4,1
8066,25,50000,RENT,2.0,PERSONAL,A,7200,8.49,0,0.14,N,2,0
8067,25,50000,RENT,5.0,MEDICAL,A,7200,7.29,0,0.14,N,4,0
8068,24,50004,RENT,4.0,DEBTCONSOLIDATION,C,7200,12.84,0,0.14,Y,3,0
8069,25,55000,MORTGAGE,9.0,VENTURE,C,3600,11.34,0,0.07,Y,4,1
8070,24,49000,OTHER,1.0,PERSONAL,C,20000,11.34,1,0.41,Y,4,0
8071,23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,9.2,0,0.27,N,4,0
8072,25,52000,RENT,3.0,EDUCATION,B,7200,12.69,0,0.14,N,3,0
8073,24,55000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,5275,8.07,0,0.1,N,4,0
8074,24,54600,RENT,2.0,EDUCATION,C,7200,12.53,0,0.13,N,2,0
8075,23,55004,MORTGAGE,4.0,EDUCATION,D,9600,14.74,0,0.17,Y,2,1
8076,25,54990,RENT,4.0,DEBTCONSOLIDATION,C,7200,15.27,0,0.13,Y,3,1
8077,23,55008,OWN,5.0,MEDICAL,C,10500,13.16,0,0.19,Y,4,1
8078,24,54996,RENT,8.0,EDUCATION,B,7200,,0,0.13,N,3,0
8079,22,54996,RENT,5.0,DEBTCONSOLIDATION,A,7200,7.66,0,0.13,N,2,0
8080,25,55000,RENT,1.0,MEDICAL,A,7200,7.9,0,0.13,N,2,0
8081,25,49700,RENT,2.0,PERSONAL,B,7200,10.38,1,0.14,N,2,1
8082,23,50000,RENT,7.0,MEDICAL,D,7200,17.58,1,0.14,Y,2,0
8083,23,51000,RENT,3.0,DEBTCONSOLIDATION,E,7200,14.67,1,0.14,N,3,0
8084,22,59000,RENT,2.0,EDUCATION,A,7200,8.0,0,0.12,N,3,0
8085,24,55152,MORTGAGE,8.0,PERSONAL,B,16000,11.49,0,0.29,N,2,0
8086,24,60000,RENT,2.0,VENTURE,A,7200,8.49,0,0.12,N,2,0
8087,25,55200,MORTGAGE,5.0,EDUCATION,B,4225,12.42,0,0.08,N,2,0
8088,26,60000,RENT,0.0,VENTURE,B,7200,11.14,0,0.12,N,2,0
8089,25,60000,RENT,3.0,HOMEIMPROVEMENT,C,7200,13.48,0,0.12,Y,4,1
8090,22,60000,RENT,0.0,EDUCATION,C,7200,12.87,0,0.12,Y,3,1
8091,22,49200,MORTGAGE,6.0,MEDICAL,C,6500,12.68,1,0.13,Y,2,1
8092,23,60000,RENT,5.0,EDUCATION,C,7200,13.22,0,0.12,N,4,0
8093,21,55200,MORTGAGE,5.0,VENTURE,A,8900,6.17,0,0.16,N,2,0
8094,23,60036,RENT,7.0,MEDICAL,B,7200,9.91,0,0.12,N,4,0
8095,24,49200,MORTGAGE,8.0,MEDICAL,E,2500,,1,0.05,N,2,1
8096,21,60675,RENT,5.0,PERSONAL,C,7200,14.72,0,0.12,Y,2,1
8097,21,61490,RENT,5.0,EDUCATION,B,7200,10.99,0,0.12,N,3,0
8098,23,55200,MORTGAGE,2.0,DEBTCONSOLIDATION,B,2000,11.86,0,0.04,N,3,0
8099,23,55200,MORTGAGE,7.0,EDUCATION,B,4000,10.08,0,0.07,N,4,0
8100,25,63000,RENT,9.0,EDUCATION,A,7200,7.88,0,0.11,N,3,0
8101,23,64000,RENT,0.0,MEDICAL,C,7200,15.96,0,0.11,N,3,1
8102,26,55316,OWN,10.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.11,N,3,0
8103,25,67500,RENT,2.0,EDUCATION,A,7200,7.88,0,0.11,N,4,0
8104,24,55400,MORTGAGE,8.0,VENTURE,A,11000,7.29,0,0.2,N,3,0
8105,23,62000,RENT,3.0,EDUCATION,A,7200,7.9,1,0.12,N,3,0
8106,23,68400,RENT,7.0,EDUCATION,C,7200,14.72,0,0.11,N,2,1
8107,26,49493,MORTGAGE,6.0,VENTURE,C,15250,13.11,1,0.31,Y,3,1
8108,25,71604,RENT,0.0,EDUCATION,B,7200,10.95,0,0.1,N,4,0
8109,22,75000,RENT,2.0,VENTURE,C,7200,13.61,0,0.1,N,4,1
8110,22,55500,MORTGAGE,6.0,MEDICAL,A,3000,7.37,0,0.05,N,2,0
8111,24,55530,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,5.99,0,0.14,N,4,0
8112,21,55530,MORTGAGE,5.0,EDUCATION,A,3200,6.62,0,0.06,N,4,0
8113,23,49530,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16000,14.54,1,0.32,Y,2,1
8114,26,76668,RENT,10.0,EDUCATION,A,7200,9.63,0,0.09,N,3,0
8115,23,80000,RENT,3.0,DEBTCONSOLIDATION,A,7200,8.9,0,0.09,N,2,0
8116,23,80500,RENT,5.0,DEBTCONSOLIDATION,B,7200,9.25,0,0.09,N,4,0
8117,21,84000,RENT,5.0,VENTURE,A,7200,8.49,0,0.09,N,2,1
8118,24,55600,MORTGAGE,2.0,HOMEIMPROVEMENT,C,11700,13.57,0,0.21,Y,2,0
8119,24,55605,MORTGAGE,8.0,MEDICAL,B,6500,10.99,0,0.12,N,2,0
8120,23,49635,MORTGAGE,6.0,PERSONAL,A,12000,7.29,1,0.24,N,3,1
8121,24,55680,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7875,10.65,0,0.14,N,3,0
8122,25,73000,RENT,2.0,PERSONAL,D,7200,14.96,1,0.1,N,3,1
8123,25,88500,RENT,3.0,DEBTCONSOLIDATION,C,7200,13.47,0,0.08,N,3,1
8124,25,55800,MORTGAGE,9.0,MEDICAL,C,3500,14.17,0,0.06,Y,3,0
8125,25,55800,MORTGAGE,1.0,PERSONAL,B,4000,10.75,0,0.07,N,2,0
8126,24,55800,MORTGAGE,0.0,VENTURE,A,3200,7.68,0,0.06,N,3,0
8127,23,55812,MORTGAGE,4.0,MEDICAL,B,21825,11.36,0,0.39,N,2,0
8128,26,90000,RENT,1.0,DEBTCONSOLIDATION,B,7200,9.91,0,0.08,N,2,0
8129,26,55900,MORTGAGE,5.0,PERSONAL,C,18200,14.26,0,0.33,N,4,1
8130,25,49963,MORTGAGE,9.0,EDUCATION,B,2100,11.49,1,0.04,N,3,1
8131,23,49980,MORTGAGE,7.0,MEDICAL,B,4800,10.37,1,0.1,N,2,1
8132,24,56000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,,0,0.21,N,3,0
8133,23,93000,RENT,1.0,DEBTCONSOLIDATION,A,7200,6.92,0,0.08,N,2,0
8134,23,105000,RENT,7.0,PERSONAL,B,7200,11.71,0,0.07,N,4,0
8135,22,56000,MORTGAGE,3.0,EDUCATION,D,10075,16.29,0,0.18,Y,4,1
8136,25,56000,MORTGAGE,5.0,PERSONAL,C,10250,14.65,0,0.18,Y,4,1
8137,26,111000,RENT,1.0,HOMEIMPROVEMENT,B,7200,12.18,0,0.06,N,3,0
8138,26,56000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,12.42,0,0.18,N,2,0
8139,23,56000,MORTGAGE,7.0,VENTURE,A,7200,6.03,0,0.13,N,2,0
8140,24,56000,MORTGAGE,8.0,MEDICAL,A,12250,6.03,0,0.22,N,4,0
8141,25,135000,RENT,6.0,HOMEIMPROVEMENT,B,7200,9.91,0,0.05,N,3,0
8142,25,149000,RENT,9.0,MEDICAL,A,7200,,0,0.05,N,2,0
8143,25,62467,RENT,1.0,HOMEIMPROVEMENT,B,7250,10.65,0,0.12,N,4,0
8144,26,56000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,6000,15.23,0,0.11,N,4,1
8145,24,80000,RENT,6.0,VENTURE,A,7250,5.42,0,0.09,N,2,0
8146,24,56000,OWN,8.0,VENTURE,A,2000,6.99,0,0.04,N,3,1
8147,25,26729,RENT,5.0,MEDICAL,B,7300,11.14,0,0.27,N,3,0
8148,23,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,13600,15.23,0,0.24,Y,4,1
8149,24,56000,MORTGAGE,3.0,VENTURE,B,2000,10.99,0,0.04,N,4,0
8150,24,56000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,19125,13.99,0,0.34,Y,3,1
8151,25,50000,MORTGAGE,6.0,PERSONAL,A,12800,7.49,1,0.26,N,4,1
8152,22,56000,MORTGAGE,4.0,MEDICAL,B,9000,10.59,0,0.16,N,2,0
8153,26,37086,RENT,7.0,DEBTCONSOLIDATION,A,7300,7.88,0,0.2,N,4,0
8154,23,38000,RENT,1.0,MEDICAL,A,7300,,0,0.19,N,2,0
8155,24,56000,MORTGAGE,3.0,EDUCATION,A,15000,8.49,0,0.27,N,2,0
8156,26,41400,RENT,5.0,DEBTCONSOLIDATION,B,7300,9.45,0,0.18,N,4,0
8157,24,56000,MORTGAGE,8.0,EDUCATION,A,10000,7.49,0,0.18,N,3,1
8158,22,45999,RENT,1.0,VENTURE,A,7300,7.88,0,0.16,N,2,0
8159,23,50000,MORTGAGE,7.0,MEDICAL,D,7500,15.62,1,0.15,N,3,1
8160,25,56000,MORTGAGE,,EDUCATION,A,5000,5.42,0,0.09,N,3,0
8161,25,56000,MORTGAGE,9.0,VENTURE,B,12375,11.49,0,0.22,N,4,0
8162,21,50000,RENT,4.0,EDUCATION,B,7300,11.71,0,0.15,N,3,0
8163,24,56000,MORTGAGE,2.0,EDUCATION,C,5250,12.87,0,0.09,N,2,1
8164,24,56000,MORTGAGE,5.0,MEDICAL,A,17400,5.99,0,0.31,N,2,0
8165,25,53600,RENT,1.0,EDUCATION,A,7300,8.0,0,0.14,N,4,0
8166,23,96000,RENT,7.0,EDUCATION,A,7300,8.49,0,0.08,N,4,0
8167,23,56000,MORTGAGE,4.0,VENTURE,A,6000,5.99,0,0.11,N,2,0
8168,22,56000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.36,N,4,0
8169,23,42000,RENT,1.0,VENTURE,B,7325,12.69,0,0.17,N,3,0
8170,24,12480,RENT,1.0,VENTURE,A,7350,6.92,1,0.59,N,2,0
8171,25,32500,RENT,5.0,MEDICAL,C,7350,13.43,0,0.23,Y,3,1
8172,24,33000,RENT,1.0,MEDICAL,B,7350,11.71,0,0.22,N,3,0
8173,23,56000,OWN,7.0,EDUCATION,B,20000,,0,0.36,N,3,0
8174,23,42000,RENT,4.0,EDUCATION,B,7400,,0,0.18,N,3,0
8175,25,42000,RENT,0.0,EDUCATION,E,7400,16.32,1,0.18,N,4,1
8176,24,43995,RENT,,PERSONAL,C,7400,13.99,1,0.17,Y,4,0
8177,21,56000,MORTGAGE,6.0,MEDICAL,B,5600,10.37,0,0.1,N,4,0
8178,25,57996,RENT,5.0,EDUCATION,B,7400,10.36,0,0.13,N,2,0
8179,25,62000,RENT,0.0,DEBTCONSOLIDATION,A,7400,6.99,0,0.12,N,2,0
8180,26,56000,MORTGAGE,10.0,EDUCATION,A,6000,5.42,0,0.11,N,4,0
8181,24,72000,RENT,5.0,EDUCATION,D,7400,15.65,0,0.1,Y,3,1
8182,26,56000,MORTGAGE,10.0,EDUCATION,C,15000,14.35,0,0.27,N,2,1
8183,22,34359,RENT,6.0,EDUCATION,A,7475,9.63,0,0.22,N,2,1
8184,21,12720,RENT,1.0,EDUCATION,A,7500,7.05,1,0.59,N,4,1
8185,23,56000,MORTGAGE,4.0,EDUCATION,A,3000,6.76,0,0.05,N,3,0
8186,24,56000,OWN,8.0,EDUCATION,B,2000,11.49,0,0.04,N,2,0
8187,22,56000,MORTGAGE,6.0,PERSONAL,A,4750,7.14,0,0.08,N,2,0
8188,24,20796,RENT,2.0,VENTURE,A,7500,7.88,1,0.36,N,3,1
8189,23,56000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5500,7.51,0,0.1,N,4,0
8190,22,56000,MORTGAGE,5.0,MEDICAL,B,12000,10.99,0,0.21,N,2,0
8191,23,21000,RENT,6.0,DEBTCONSOLIDATION,A,7500,6.91,1,0.36,N,4,1
8192,23,56000,OWN,2.0,MEDICAL,B,15000,10.62,0,0.27,N,3,0
8193,23,21360,RENT,0.0,PERSONAL,A,7500,7.14,1,0.35,N,3,1
8194,25,21500,RENT,2.0,MEDICAL,C,7500,11.34,1,0.35,N,2,1
8195,22,22596,RENT,4.0,MEDICAL,B,7500,9.76,1,0.33,N,4,1
8196,24,23196,RENT,1.0,EDUCATION,D,7500,13.24,1,0.32,N,2,1
8197,25,24996,RENT,3.0,EDUCATION,C,7500,12.98,0,0.3,Y,3,1
8198,26,56000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,8000,11.14,0,0.14,N,4,0
8199,22,25000,RENT,0.0,PERSONAL,A,7500,7.51,0,0.3,N,4,0
8200,24,56000,MORTGAGE,5.0,VENTURE,A,13000,8.94,0,0.23,N,3,0
8201,22,25200,RENT,7.0,MEDICAL,D,7500,14.96,1,0.3,N,3,1
8202,26,26000,RENT,2.0,PERSONAL,B,7500,12.18,0,0.29,N,2,0
8203,23,56000,MORTGAGE,1.0,MEDICAL,A,10000,8.59,0,0.18,N,3,0
8204,23,56000,MORTGAGE,7.0,PERSONAL,F,13750,18.43,0,0.25,N,2,1
8205,23,26400,RENT,8.0,VENTURE,C,7500,12.73,0,0.28,N,4,1
8206,21,27600,RENT,4.0,EDUCATION,A,7500,6.76,0,0.27,N,4,0
8207,25,28128,RENT,2.0,EDUCATION,D,7500,15.33,1,0.27,Y,3,1
8208,21,30000,RENT,5.0,VENTURE,B,7500,9.99,0,0.25,N,4,0
8209,23,30000,RENT,3.0,DEBTCONSOLIDATION,B,7500,,0,0.25,N,4,0
8210,24,30000,RENT,8.0,EDUCATION,A,7500,5.79,0,0.25,N,2,0
8211,23,56000,MORTGAGE,7.0,PERSONAL,B,4500,11.83,0,0.08,N,4,0
8212,26,56000,MORTGAGE,11.0,MEDICAL,B,12000,11.89,0,0.21,N,3,0
8213,21,30000,RENT,5.0,EDUCATION,B,7500,11.83,0,0.25,N,4,0
8214,26,30000,RENT,1.0,PERSONAL,E,7500,14.75,1,0.25,N,3,0
8215,23,30000,RENT,1.0,PERSONAL,D,7500,13.24,1,0.25,Y,3,1
8216,23,56000,MORTGAGE,3.0,MEDICAL,C,7500,13.79,0,0.13,Y,3,1
8217,21,30028,RENT,5.0,MEDICAL,B,7500,10.75,0,0.25,N,4,0
8218,22,31200,RENT,3.0,PERSONAL,B,7500,9.91,0,0.24,N,4,0
8219,22,31875,RENT,3.0,EDUCATION,C,7500,13.11,0,0.24,N,2,1
8220,26,32000,RENT,1.0,MEDICAL,C,7500,13.79,0,0.23,Y,3,0
8221,22,33000,RENT,2.0,EDUCATION,B,7500,,0,0.23,N,4,0
8222,26,34000,RENT,5.0,DEBTCONSOLIDATION,A,7500,7.9,1,0.22,N,3,1
8223,23,56004,MORTGAGE,0.0,EDUCATION,C,10000,13.61,0,0.18,N,4,1
8224,22,56004,MORTGAGE,6.0,MEDICAL,B,6000,11.86,0,0.11,N,3,0
8225,22,56004,MORTGAGE,6.0,MEDICAL,A,6000,7.88,0,0.11,N,4,1
8226,22,56004,OWN,5.0,EDUCATION,C,12000,13.98,0,0.21,N,3,1
8227,22,56004,MORTGAGE,6.0,DEBTCONSOLIDATION,A,2000,7.51,0,0.04,N,4,1
8228,22,34404,RENT,2.0,HOMEIMPROVEMENT,D,7500,15.05,1,0.22,N,2,1
8229,26,56004,MORTGAGE,10.0,EDUCATION,C,20000,13.57,0,0.36,Y,4,1
8230,26,56004,MORTGAGE,3.0,EDUCATION,A,13000,8.59,0,0.23,N,3,0
8231,26,56004,OWN,2.0,MEDICAL,A,10000,9.32,0,0.18,N,3,0
8232,23,34780,RENT,5.0,PERSONAL,D,7500,12.61,0,0.22,N,4,0
8233,25,35000,RENT,2.0,DEBTCONSOLIDATION,B,7500,10.99,0,0.21,N,2,0
8234,21,29004,RENT,0.0,MEDICAL,D,7500,,1,0.26,Y,2,0
8235,24,50160,MORTGAGE,2.0,EDUCATION,D,6000,15.62,1,0.12,N,2,1
8236,23,56160,MORTGAGE,2.0,PERSONAL,B,3050,10.59,0,0.05,N,2,0
8237,25,36000,RENT,0.0,DEBTCONSOLIDATION,C,7500,13.49,0,0.21,N,4,1
8238,26,36000,RENT,10.0,VENTURE,B,7500,10.59,0,0.21,N,3,0
8239,26,30320,RENT,2.0,PERSONAL,B,7500,12.18,1,0.25,N,3,1
8240,22,56368,MORTGAGE,5.0,EDUCATION,C,6000,12.99,0,0.11,N,2,1
8241,22,36750,RENT,6.0,EDUCATION,D,7500,14.84,0,0.2,N,3,1
8242,25,50400,MORTGAGE,9.0,DEBTCONSOLIDATION,D,12000,16.89,1,0.24,N,4,0
8243,22,56400,MORTGAGE,6.0,EDUCATION,D,17300,15.62,0,0.31,N,4,0
8244,21,56400,OWN,5.0,VENTURE,A,5000,6.54,0,0.09,N,2,1
8245,23,56400,MORTGAGE,,EDUCATION,B,4000,11.49,0,0.07,N,4,0
8246,25,37676,RENT,6.0,PERSONAL,A,7500,8.32,0,0.2,N,4,0
8247,22,38000,RENT,5.0,PERSONAL,A,7500,5.79,0,0.2,N,4,0
8248,23,38000,RENT,0.0,MEDICAL,A,7500,7.88,0,0.2,N,4,0
8249,26,38400,RENT,10.0,MEDICAL,D,7500,17.58,0,0.2,N,2,1
8250,22,32400,RENT,6.0,VENTURE,C,7500,14.27,1,0.23,N,2,1
8251,23,56500,MORTGAGE,7.0,MEDICAL,A,9800,,0,0.17,N,2,0
8252,23,39975,RENT,0.0,PERSONAL,C,7500,,0,0.19,Y,2,1
8253,22,39996,RENT,0.0,PERSONAL,B,7500,11.86,0,0.19,N,3,0
8254,23,40000,RENT,7.0,VENTURE,B,7500,12.69,0,0.19,N,2,0
8255,21,56532,MORTGAGE,,EDUCATION,A,16000,7.88,0,0.28,N,3,0
8256,24,56533,MORTGAGE,,HOMEIMPROVEMENT,B,20000,11.11,0,0.35,N,2,0
8257,23,56600,OWN,3.0,MEDICAL,B,12000,10.38,0,0.21,N,2,0
8258,24,40000,RENT,1.0,PERSONAL,A,7500,5.79,0,0.19,N,4,0
8259,22,56650,MORTGAGE,2.0,MEDICAL,B,6500,10.65,0,0.11,N,2,0
8260,25,56655,MORTGAGE,9.0,VENTURE,C,20000,13.61,0,0.35,N,2,1
8261,23,56700,MORTGAGE,7.0,EDUCATION,A,12000,5.42,0,0.21,N,2,0
8262,26,56700,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,9.63,0,0.11,N,4,0
8263,24,40000,RENT,0.0,DEBTCONSOLIDATION,B,7500,11.36,0,0.19,N,4,0
8264,26,56810,MORTGAGE,10.0,DEBTCONSOLIDATION,C,2500,,0,0.04,Y,3,1
8265,22,34000,RENT,2.0,MEDICAL,C,7500,12.53,1,0.22,Y,4,1
8266,25,56900,MORTGAGE,9.0,PERSONAL,A,25000,7.51,0,0.44,N,3,0
8267,23,56900,MORTGAGE,7.0,MEDICAL,B,11200,,0,0.2,N,3,0
8268,22,56902,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,7.14,0,0.21,N,4,1
8269,23,56996,OWN,2.0,VENTURE,A,9575,9.63,0,0.17,N,4,0
8270,22,40906,RENT,4.0,VENTURE,B,7500,9.63,0,0.18,N,2,1
8271,26,42000,RENT,0.0,DEBTCONSOLIDATION,B,7500,10.25,0,0.18,N,4,0
8272,21,57000,OWN,5.0,PERSONAL,B,8000,10.65,0,0.14,N,3,0
