person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,evaluation_text,label
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达160000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约1.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为12000元，贷款利率处于合理范畴，贷款占收入的百分比为7.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达160000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约6.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为16.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,借款人年龄25岁，收入为125800元，这样的收入水平相对有限。住房情况是MORTGAGE，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额10000元，贷款利率较高，贷款占收入的百分比达7.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,借款人年龄25岁，收入为54000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约2.0年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为C，这充分表明信用状况不容乐观。申请贷款金额24250元，贷款利率较高，贷款占收入的百分比达45.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,借款人年龄23岁，收入为62500元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约1.0年，这反映出其工作稳定性欠佳。贷款意图为EDUCATION，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额24250元，贷款利率较高，贷款占收入的百分比达39.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
24,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900,,1,0.23,N,3,借款人年龄24岁，收入为16800元，这样的收入水平相对有限。住房情况是MORTGAGE，稳定性一般。就业时长约nan年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为A，这充分表明信用状况不容乐观。申请贷款金额3900元，贷款利率较高，贷款占收入的百分比达23.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,借款人年龄25岁，收入为68400元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约9.0年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为E，这充分表明信用状况不容乐观。申请贷款金额24250元，贷款利率较高，贷款占收入的百分比达35.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,借款人年龄26岁，收入为56045元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约1.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额24250元，贷款利率较高，贷款占收入的百分比达37.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,借款人年龄22岁，收入为74000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约7.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额24250元，贷款利率较高，贷款占收入的百分比达33.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,借款人年龄24岁，收入为65453元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约9.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额24250元，贷款利率较高，贷款占收入的百分比达31.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,借款人年龄为24岁，展现出与其年龄相称的成熟与稳重。其年收入达89908元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约1.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为24250元，贷款利率处于合理范畴，贷款占收入的百分比为27.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,借款人年龄26岁，收入为78000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为HOMEIMPROVEMENT，然而其信用等级仅为E，这充分表明信用状况不容乐观。申请贷款金额24250元，贷款利率较高，贷款占收入的百分比达31.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达100000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约0.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为24250元，贷款利率处于合理范畴，贷款占收入的百分比为24.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达103000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约6.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为D，这清晰地表明其信用表现良好。贷款金额为24250元，贷款利率处于合理范畴，贷款占收入的百分比为24.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,,0,0.06,N,3,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达160000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约2.0年，足以证明其工作稳定性较强。此次贷款意图为EDUCATION，从过往信用记录来看，信用等级被评定为A，这清晰地表明其信用表现良好。贷款金额为9000元，贷款利率处于合理范畴，贷款占收入的百分比为6.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达160000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于OWN状态，这体现出其生活具备较高的安定性。就业时长约5.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为15000元，贷款利率处于合理范畴，贷款占收入的百分比为9.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,借款人年龄为24岁，展现出与其年龄相称的成熟与稳重。其年收入达160000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约3.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为D，这清晰地表明其信用表现良好。贷款金额为20000元，贷款利率处于合理范畴，贷款占收入的百分比为13.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达160000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约2.0年，足以证明其工作稳定性较强。此次贷款意图为EDUCATION，从过往信用记录来看，信用等级被评定为D，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为16.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,1
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,,0,0.09,N,4,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达160000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约0.0年，足以证明其工作稳定性较强。此次贷款意图为DEBTCONSOLIDATION，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为13750元，贷款利率处于合理范畴，贷款占收入的百分比为9.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,借款人年龄为21岁，展现出与其年龄相称的成熟与稳重。其年收入达160000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约3.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为D，这清晰地表明其信用表现良好。贷款金额为15250元，贷款利率处于合理范畴，贷款占收入的百分比为10.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,1
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达160000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约3.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为20000元，贷款利率处于合理范畴，贷款占收入的百分比为13.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,借款人年龄22岁，收入为16800元，这样的收入水平相对有限。住房情况是MORTGAGE，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为HOMEIMPROVEMENT，然而其信用等级仅为C，这充分表明信用状况不容乐观。申请贷款金额4750元，贷款利率较高，贷款占收入的百分比达28.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,111996,RENT,9.0,PERSONAL,D,24250,,0,0.22,N,3,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达111996元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约9.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为D，这清晰地表明其信用表现良好。贷款金额为24250元，贷款利率处于合理范畴，贷款占收入的百分比为22.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,借款人年龄21岁，收入为16800元，这样的收入水平相对有限。住房情况是MORTGAGE，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为VENTURE，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额6000元，贷款利率较高，贷款占收入的百分比达36.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达115200元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约0.0年，足以证明其工作稳定性较强。此次贷款意图为HOMEIMPROVEMENT，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为24250元，贷款利率处于合理范畴，贷款占收入的百分比为21.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达144000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约0.0年，足以证明其工作稳定性较强。此次贷款意图为EDUCATION，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为24250元，贷款利率处于合理范畴，贷款占收入的百分比为17.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达287000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约3.0年，足以证明其工作稳定性较强。此次贷款意图为EDUCATION，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为24250元，贷款利率处于合理范畴，贷款占收入的百分比为8.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,借款人年龄22岁，收入为108000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约1.0年，这反映出其工作稳定性欠佳。贷款意图为HOMEIMPROVEMENT，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额24150元，贷款利率较高，贷款占收入的百分比达22.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,借款人年龄22岁，收入为43000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约7.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为C，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达56.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,借款人年龄23岁，收入为47004元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约1.0年，这反映出其工作稳定性欠佳。贷款意图为VENTURE，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达51.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,借款人年龄24岁，收入为48000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约4.0年，这反映出其工作稳定性欠佳。贷款意图为VENTURE，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达50.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
26,48000,RENT,4.0,MEDICAL,A,24000,,1,0.5,N,3,借款人年龄26岁，收入为48000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约4.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为A，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达50.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,借款人年龄21岁，收入为44964元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约2.0年，这反映出其工作稳定性欠佳。贷款意图为EDUCATION，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达53.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
25,52000,RENT,,PERSONAL,B,24000,10.74,1,0.46,N,2,借款人年龄25岁，收入为52000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约nan年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达46.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
22,17352,MORTGAGE,,EDUCATION,C,2250,15.27,0,0.13,Y,3,借款人年龄为22岁，展现出与其年龄相称的成熟与稳重。其年收入达17352元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约nan年，足以证明其工作稳定性较强。此次贷款意图为EDUCATION，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为2250元，贷款利率处于合理范畴，贷款占收入的百分比为13.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,借款人年龄24岁，收入为47000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约3.0年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为F，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达51.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,借款人年龄为22岁，展现出与其年龄相称的成熟与稳重。其年收入达17400元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约6.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为1000元，贷款利率处于合理范畴，贷款占收入的百分比为6.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有2年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,借款人年龄22岁，收入为49000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约2.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为E，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达49.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,借款人年龄26岁，收入为60000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为A，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达40.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,借款人年龄25岁，收入为60000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约3.0年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达40.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,借款人年龄22岁，收入为60000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为A，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达40.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,借款人年龄21岁，收入为60000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约5.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达40.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,借款人年龄26岁，收入为62004元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约9.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为A，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达39.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,借款人年龄22岁，收入为62400元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约3.0年，这反映出其工作稳定性欠佳。贷款意图为EDUCATION，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额24000元，贷款利率较高，贷款占收入的百分比达38.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
